"Genus","Species","Subspecies","Strain","Status","LPSN_ID","address"
"Dictyobacter","alpinus",NA,"BCRC 81115; NBRC 113154; Uno16","VP; sp. nov.; validly published under the ICNP; correct name",801285,"https://lpsn.dsmz.de/species/dictyobacter-alpinus"
"Dictyobacter","arantiisoli",NA,"BCRC 81116; NBRC 113155; Uno17","VP; sp. nov.; validly published under the ICNP; correct name",20099,"https://lpsn.dsmz.de/species/dictyobacter-arantiisoli"
"Dictyobacter","aurantiacus",NA,"InaCC B312; NBRC 109595; S-27","VP; sp. nov.; validly published under the ICNP; correct name",795705,"https://lpsn.dsmz.de/species/dictyobacter-aurantiacus"
"Dictyobacter","formicarum",NA,"BCRC 81204; CGMCC 1.17206; SOSP1-9","VP; sp. nov.; validly published under the ICNP; correct name",20100,"https://lpsn.dsmz.de/species/dictyobacter-formicarum"
"Dictyobacter","halimunensis",NA,"CGMCC 1.61913; KCTC 43728; S3.2.2.5; UICC B-128","VP; sp. nov.; validly published under the ICNP; correct name",55577,"https://lpsn.dsmz.de/species/dictyobacter-halimunensis"
"Dictyobacter","kobayashii",NA,"BCRC 81114; LMG 30472; NBRC 113153; Uno11","VP; sp. nov.; validly published under the ICNP; correct name",801286,"https://lpsn.dsmz.de/species/dictyobacter-kobayashii"
"Dictyobacter","vulcani",NA,"BCRC 81169; NBRC 113551; W12","VP; sp. nov.; validly published under the ICNP; correct name",5848,"https://lpsn.dsmz.de/species/dictyobacter-vulcani"
"Dictyoglomus","thermophilum",NA,"ATCC 35947; DSM 3960; H-6-12","VP; sp. nov.; validly published under the ICNP; correct name",775774,"https://lpsn.dsmz.de/species/dictyoglomus-thermophilum"
"Dictyoglomus","turgidum",NA,"DSM 6724; Strain 2-1310; Z-1310","VL; sp. nov.; validly published under the ICNP; correct name",775775,"https://lpsn.dsmz.de/species/dictyoglomus-turgidum"
"Dielma","fastidiosa",NA,"CSUR P149; DSM 26099; JC13","VL; sp. nov.; validly published under the ICNP; correct name",791575,"https://lpsn.dsmz.de/species/dielma-fastidiosa"
"Dietzia","aerolata",NA,"CCM 7659; DSM 45334; Sj14a","VP; sp. nov.; validly published under the ICNP; correct name",788358,"https://lpsn.dsmz.de/species/dietzia-aerolata"
"Dietzia","alimentaria",NA,"72; DSM 45698; JCM 16360; KACC 21126","VP; sp. nov.; validly published under the ICNP; correct name",789413,"https://lpsn.dsmz.de/species/dietzia-alimentaria"
"Dietzia","aurantiaca",NA,"CCUG 35676; DSM 45868; JCM 17645","VP; sp. nov.; validly published under the ICNP; correct name",789719,"https://lpsn.dsmz.de/species/dietzia-aurantiaca"
"Dietzia","cercidiphylli",NA,"CCTCC AA 207016; DSM 45140; JCM 16002; YIM 65002","VP; sp. nov.; validly published under the ICNP; correct name",787591,"https://lpsn.dsmz.de/species/dietzia-cercidiphylli"
"Dietzia","kunjamensis","kunjamensis","DSM 44907; JCM 13325; K30-10; MTCC 7007","VL; subsp. nov.; validly published under the ICNP; correct name",798144,"https://lpsn.dsmz.de/subspecies/dietzia-kunjamensis-kunjamensis"
"Dietzia","kunjamensis","schimae","CCTCC AA 207015; DSM 45139; JCM 16003; YIM 65001","VL; comb. nov.; validly published under the ICNP; correct name",798145,"https://lpsn.dsmz.de/subspecies/dietzia-kunjamensis-schimae"
"Dietzia","lutea",NA,"CCTCC AA 207008; DSM 45074; KCTC 19232; YIM 80766","VL; sp. nov.; validly published under the ICNP; correct name",788902,"https://lpsn.dsmz.de/species/dietzia-lutea"
"Dietzia","maris",NA,"ATCC 35013; AUCNM A-593; DSM 43672; IMET 7760; IMV 195","VP; comb. nov.; validly published under the ICNP; correct name",775787,"https://lpsn.dsmz.de/species/dietzia-maris"
"Dietzia","massiliensis",NA,"CSUR Q0999; DSM 112394; Marseille Q0999","VL; sp. nov.; validly published under the ICNP; correct name",36285,"https://lpsn.dsmz.de/species/dietzia-massiliensis"
"Dietzia","natronolimnaea",NA,"15LN1; CBS 107.95; DSM 44860; JCM 11417; NBRC 105040","VL; sp. nov.; validly published under the ICNP; correct name",775788,"https://lpsn.dsmz.de/species/dietzia-natronolimnaea"
"Dietzia","papillomatosis",NA,"DSM 44961; JCM 15317; N 1280; NCIMB 14145","VP; sp. nov.; validly published under the ICNP; correct name",787128,"https://lpsn.dsmz.de/species/dietzia-papillomatosis"
"Dietzia","psychralcaliphila",NA,"CCUG 47128; DSM 44820; IAM 14896; ILA-1; JCM 10987; NBRC 103065; NCIMB 13777","VP; sp. nov.; validly published under the ICNP; correct name",775791,"https://lpsn.dsmz.de/species/dietzia-psychralcaliphila"
"Dietzia","timorensis",NA,"BTCC B-560; DSM 45568; ID05-A0528; NBRC 104184","VP; sp. nov.; validly published under the ICNP; correct name",788359,"https://lpsn.dsmz.de/species/dietzia-timorensis"
"Dinghuibacter","silviterrae",NA,"CGMCC 1.15023; DHOA34; KCTC 42632","VP; sp. nov.; validly published under the ICNP; correct name",794057,"https://lpsn.dsmz.de/species/dinghuibacter-silviterrae"
"Dinoroseobacter","shibae",NA,"DFL 12; DSM 16493; NCIMB 14021","VP; sp. nov.; validly published under the ICNP; correct name",775794,"https://lpsn.dsmz.de/species/dinoroseobacter-shibae"
"Diplocalyx","calotermitidis",NA,"description","VP; sp. nov., nom. rev.; validly published under the ICNP; correct name",783746,"https://lpsn.dsmz.de/species/diplocalyx-calotermitidis"
"Diplocloster","agilis",NA,"ASD5720; JCM 34353; VKM B-3497","VP; sp. nov.; validly published under the ICNP; correct name",26367,"https://lpsn.dsmz.de/species/diplocloster-agilis"
"Diplocloster","hominis",NA,"CGMCC 1.18033; CSJ-3; JCM 36512","VP; sp. nov.; validly published under the ICNP; correct name",48157,"https://lpsn.dsmz.de/species/diplocloster-hominis"
"Diplocloster","modestus",NA,"ASD4241; JCM 34351; VKM B-3498","VP; sp. nov.; validly published under the ICNP; correct name",26368,"https://lpsn.dsmz.de/species/diplocloster-modestus"
"Dissulfuribacter","thermophilus",NA,"DSM 25762; S69; VKM B-2760","VP; sp. nov.; validly published under the ICNP; correct name",790857,"https://lpsn.dsmz.de/species/dissulfuribacter-thermophilus"
"Dissulfurimicrobium","hydrothermale",NA,"JCM 19990; Sh68; VKM B-2854","VP; sp. nov.; validly published under the ICNP; correct name",793844,"https://lpsn.dsmz.de/species/dissulfurimicrobium-hydrothermale"
"Dissulfurirhabdus","thermomarina",NA,"DSM 100025; SH388; VKM B-2960","VP; sp. nov.; validly published under the ICNP; correct name",794273,"https://lpsn.dsmz.de/species/dissulfurirhabdus-thermomarina"
"Dissulfurispira","thermophila",NA,"DSM 110365; NBRC 114245; T55J","VL; sp. nov.; validly published under the ICNP; correct name",18359,"https://lpsn.dsmz.de/species/dissulfurispira-thermophila"
"Dokdonella","fugitiva",NA,"A3; CIP 108692; LMG 23001","VL; sp. nov.; validly published under the ICNP; correct name",785246,"https://lpsn.dsmz.de/species/dokdonella-fugitiva"
"Dokdonella","ginsengisoli",NA,"CCUG 52462; DSM 17954; Gsoil 191; KCTC 12564","VP; sp. nov.; validly published under the ICNP; correct name",775810,"https://lpsn.dsmz.de/species/dokdonella-ginsengisoli"
"Dokdonella","immobilis",NA,"CGMCC 1.7659; JCM 15763; LM 2-5","VP; sp. nov.; validly published under the ICNP; correct name",790686,"https://lpsn.dsmz.de/species/dokdonella-immobilis"
"Dokdonella","koreensis",NA,"DS-123; DSM 17203; KCTC 12396","VP; sp. nov.; validly published under the ICNP; correct name",775811,"https://lpsn.dsmz.de/species/dokdonella-koreensis"
"Dokdonella","kunshanensis",NA,"CCTCC AB 2011179; DC-3; KACC 16511","VP; sp. nov.; validly published under the ICNP; correct name",790694,"https://lpsn.dsmz.de/species/dokdonella-kunshanensis"
"Dokdonella","soli",NA,"DSM 23099; JCM 15421; KACC 12741; KIS28-6","VP; sp. nov.; validly published under the ICNP; correct name",787991,"https://lpsn.dsmz.de/species/dokdonella-soli"
"Dokdonia","aurantiaca",NA,"JCM 32295; KCTC 52956; ZOW29","VP; sp. nov.; validly published under the ICNP; correct name",797698,"https://lpsn.dsmz.de/species/dokdonia-aurantiaca"
"Dokdonia","diaphoros",NA,"CIP 108745; MSKK-32; NBRC 100817","VP; comb. nov.; validly published under the ICNP; correct name",790056,"https://lpsn.dsmz.de/species/dokdonia-diaphoros"
"Dokdonia","donghaensis",NA,"DSM 17200; DSW-1; KCTC 12391","VP; sp. nov.; validly published under the ICNP; correct name",775812,"https://lpsn.dsmz.de/species/dokdonia-donghaensis"
"Dokdonia","eikasta",NA,"CIP 108743; NBRC 100814; PMA-26","VP; comb. nov.; validly published under the ICNP; correct name",790057,"https://lpsn.dsmz.de/species/dokdonia-eikasta"
"Dokdonia","flava",NA,"JCM 32293; KCTC 52953; ZODW10","VP; sp. nov.; validly published under the ICNP; correct name",797569,"https://lpsn.dsmz.de/species/dokdonia-flava"
"Dokdonia","genika",NA,"CIP 108744; Cos-13; NBRC 100811","VP; comb. nov.; validly published under the ICNP; correct name",790058,"https://lpsn.dsmz.de/species/dokdonia-genika"
"Dokdonia","lutea",NA,"JCM 31795; KCTC 52269; SFD34","VP; sp. nov.; validly published under the ICNP; correct name",796153,"https://lpsn.dsmz.de/species/dokdonia-lutea"
"Dokdonia","pacifica",NA,"CGMCC 1.12184; DSM 25597; JCM 18216; SW230","VP; sp. nov.; validly published under the ICNP; correct name",792950,"https://lpsn.dsmz.de/species/dokdonia-pacifica"
"Dokdonia","sinensis",NA,"CCTCC AB 2018323; KCTC 62962; MCCC 1H00358; SH27","VP; sp. nov.; validly published under the ICNP; correct name",5389,"https://lpsn.dsmz.de/species/dokdonia-sinensis"
"Dolosicoccus","paucivorans",NA,"2992-95; ATCC BAA-56; CCUG 39307; CIP 106314; DSM 15742","VP; sp. nov.; validly published under the ICNP; correct name",775813,"https://lpsn.dsmz.de/species/dolosicoccus-paucivorans"
"Dolosigranulum","pigrum",NA,"ATCC 51524; CCUG 33392; CIP 104051; IFO 15550; LMG 15126; NBRC 15550; NCFB 2975; NCIMB 702975; R91/1468","VL; sp. nov.; validly published under the ICNP; correct name",783747,"https://lpsn.dsmz.de/species/dolosigranulum-pigrum"
"Dolosigranulum","savutiense",NA,"DSM 117171; JCM 36673; MSK294","VP; sp. nov.; validly published under the ICNP; correct name",52367,"https://lpsn.dsmz.de/species/dolosigranulum-savutiense"
"Domibacillus","aminovorans",NA,"CECT 151; DSM 1314; LMG 16796","VL; sp. nov.; validly published under the ICNP; correct name",28095,"https://lpsn.dsmz.de/species/domibacillus-aminovorans"
"Domibacillus","antri",NA,"CCTCC AB 2015053; KCTC 33636; XD80","VP; sp. nov.; validly published under the ICNP; correct name",794283,"https://lpsn.dsmz.de/species/domibacillus-antri"
"Domibacillus","enclensis",NA,"CCTCC AB 2011121; DSM 25145; NCIM 5462; NIO-1016","VP; sp. nov.; validly published under the ICNP; correct name",792122,"https://lpsn.dsmz.de/species/domibacillus-enclensis"
"Domibacillus","epiphyticus",NA,"DSM 100929; KCTC 33830; MTCC 12575; SAB 38","VP; sp. nov.; validly published under the ICNP; correct name",795689,"https://lpsn.dsmz.de/species/domibacillus-epiphyticus"
"Domibacillus","indicus",NA,"DSM 28032; MCC 2255; SD111","VP; sp. nov.; validly published under the ICNP; correct name",792123,"https://lpsn.dsmz.de/species/domibacillus-indicus"
"Domibacillus","iocasae",NA,"CCTCC AB 2015183; DSM 29979; S6","VP; sp. nov.; validly published under the ICNP; correct name",793821,"https://lpsn.dsmz.de/species/domibacillus-iocasae"
"Domibacillus","mangrovi",NA,"DSM 100930; KCTC 33820; MTCC 12571; SAOS 44","VP; sp. nov.; validly published under the ICNP; correct name",795688,"https://lpsn.dsmz.de/species/domibacillus-mangrovi"
"Domibacillus","robiginosus",NA,"DSM 25058; LMG 26645; WS 4628","VP; sp. nov.; validly published under the ICNP; correct name",790858,"https://lpsn.dsmz.de/species/domibacillus-robiginosus"
"Domibacillus","tundrae",NA,"DSM 29572; JCM 30371; KCTC 33549; PAMC 80007","VP; sp. nov.; validly published under the ICNP; correct name",793314,"https://lpsn.dsmz.de/species/domibacillus-tundrae"
"Donghicola","eburneus",NA,"DSM 29127; JCM 13604; KCTC 12735; SW-277","VP; sp. nov.; validly published under the ICNP; correct name",785866,"https://lpsn.dsmz.de/species/donghicola-eburneus"
"Donghicola","mangrovi",NA,"B5-SW-15; BCC 56522; KCTC 72743; TBRC 9562","VP; sp. nov.; validly published under the ICNP; correct name",10243,"https://lpsn.dsmz.de/species/donghicola-mangrovi"
"Donghicola","tyrosinivorans",NA,"13-93-B1; DSM 100212; KCTC 42571","VP; sp. nov.; validly published under the ICNP; correct name",793470,"https://lpsn.dsmz.de/species/donghicola-tyrosinivorans"
"Dongia","mobilis",NA,"CGMCC 1.7660; JCM 15798; LM22","VP; sp. nov.; validly published under the ICNP; correct name",788930,"https://lpsn.dsmz.de/species/dongia-mobilis"
"Dongia","rigui",NA,"04SU4-P; JCM 17521; KCTC 23341","VL; sp. nov.; validly published under the ICNP; correct name",791579,"https://lpsn.dsmz.de/species/dongia-rigui"
"Dongia","sedimenti",NA,"KCTC 8082; MCCC 1K08805; R-7","VP; sp. nov.; validly published under the ICNP; correct name",53266,"https://lpsn.dsmz.de/species/dongia-sedimenti"
"Dongia","soli",NA,"D78; KACC 13941; LMG 29193","VL; sp. nov.; validly published under the ICNP; correct name",794744,"https://lpsn.dsmz.de/species/dongia-soli"
"Dongshaea","marina",NA,"BCRC 81069; DM2; JCM 32096","VP; sp. nov.; validly published under the ICNP; correct name",5576,"https://lpsn.dsmz.de/species/dongshaea-marina"
"Dorea","acetigenes",NA,"DSM 102260; JCM 34809; Sanger_03","VL; sp. nov.; validly published under the ICNP; correct name",28151,"https://lpsn.dsmz.de/species/dorea-acetigenes"
"Dorea","ammoniilytica",NA,"DSM 102136; JCM 34808; Sanger_02","VL; sp. nov.; validly published under the ICNP; correct name",28152,"https://lpsn.dsmz.de/species/dorea-ammoniilytica"
"Dorea","amylophila",NA,"DSM 108233; H5_25; JCM 34807","VL; sp. nov.; validly published under the ICNP; correct name",36282,"https://lpsn.dsmz.de/species/dorea-amylophila"
"Dorea","formicigenerans",NA,"ATCC 27755; DSM 3992","VP; comb. nov.; validly published under the ICNP; correct name",775818,"https://lpsn.dsmz.de/species/dorea-formicigenerans"
"Dorea","hominis",NA,"CGMCC 1.32809; KCTC 25088; NSJ 36","VL; sp. nov.; validly published under the ICNP; correct name",28882,"https://lpsn.dsmz.de/species/dorea-hominis"
"Dorea","longicatena",NA,"111-35; CCUG 45247; JCM 11232","VP; sp. nov.; validly published under the ICNP; correct name",775819,"https://lpsn.dsmz.de/species/dorea-longicatena"
"Draconibacterium","filum",NA,"F2; JCM 19986; KCTC 32486","VL; sp. nov.; validly published under the ICNP; correct name",18949,"https://lpsn.dsmz.de/species/draconibacterium-filum"
"Draconibacterium","mangrovi",NA,"GM2-18; KCTC 72879; MCCC 1K04382","VP; sp. nov.; validly published under the ICNP; correct name",8812,"https://lpsn.dsmz.de/species/draconibacterium-mangrovi"
"Draconibacterium","orientale",NA,"CICC 10585; DSM 25947; FH5","VP; sp. nov.; validly published under the ICNP; correct name",791782,"https://lpsn.dsmz.de/species/draconibacterium-orientale"
"Draconibacterium","sediminis",NA,"JN14CK-3; KCTC 42152; MCCC 1A00734","VP; sp. nov.; validly published under the ICNP; correct name",792926,"https://lpsn.dsmz.de/species/draconibacterium-sediminis"
"Drancourtella","massiliensis",NA,"CSUR P1506; DSM 100357; GD1","VL; sp. nov.; validly published under the ICNP; correct name",36179,"https://lpsn.dsmz.de/species/drancourtella-massiliensis"
"Dryocola","boscaweniae",NA,"CCUG 76177; H6W4; LMG 32610","VL; sp. nov.; validly published under the ICNP; correct name",35306,"https://lpsn.dsmz.de/species/dryocola-boscaweniae"
"Dryocola","clanedunensis",NA,"CCUG 76181; H11S18; LMG 32611","VL; sp. nov.; validly published under the ICNP; correct name",35307,"https://lpsn.dsmz.de/species/dryocola-clanedunensis"
"Dubosiella","muris",NA,"DSM 110160; JCM 36048; NM09_H32","VL; sp. nov.; validly published under the ICNP; correct name",40594,"https://lpsn.dsmz.de/species/dubosiella-muris"
"Dubosiella","newyorkensis",NA,"ATCC TSD-64; DSM 103457; NYU-BL-A4","VP; sp. nov.; validly published under the ICNP; correct name",795298,"https://lpsn.dsmz.de/species/dubosiella-newyorkensis"
"Duffyella","gerundensis",NA,"CCOS 903; E_g_EM595; EM595; LMG 28990","VL; comb. nov.; validly published under the ICNP; correct name",36220,"https://lpsn.dsmz.de/species/duffyella-gerundensis"
"Duganella","alba",NA,"FT9W; GDMCC 1.1637; KACC 21313","VP; sp. nov.; validly published under the ICNP; correct name",13718,"https://lpsn.dsmz.de/species/duganella-alba"
"Duganella","aquatilis",NA,"FT26W; GDMCC 1.1641; KACC 21315","VP; sp. nov.; validly published under the ICNP; correct name",8297,"https://lpsn.dsmz.de/species/duganella-aquatilis"
"Duganella","callida",NA,"DN04; LMG 31736; NRRL B-65552","VP; sp. nov.; validly published under the ICNP; correct name",13810,"https://lpsn.dsmz.de/species/duganella-callida"
"Duganella","danionis",NA,"CCM 8698; E3/2; LMG 29678","VL; comb. nov.; validly published under the ICNP; correct name",7584,"https://lpsn.dsmz.de/species/duganella-danionis"
"Duganella","dendranthematis",NA,"AF9R3; KACC 21258; NBRC 114510","VP; sp. nov.; validly published under the ICNP; correct name",29871,"https://lpsn.dsmz.de/species/duganella-dendranthematis"
"Duganella","fentianensis",NA,"FT93W; GDMCC 1.1683; KACC 21475","VL; sp. nov.; validly published under the ICNP; correct name",7585,"https://lpsn.dsmz.de/species/duganella-fentianensis"
"Duganella","flavida",NA,"FT135W; GDMCC 1.1745; KACC 21659","VP; sp. nov.; validly published under the ICNP; correct name",8813,"https://lpsn.dsmz.de/species/duganella-flavida"
"Duganella","guangzhouensis",NA,"FT80W; GDMCC 1.1678; KACC 21470","VP; sp. nov.; validly published under the ICNP; correct name",8814,"https://lpsn.dsmz.de/species/duganella-guangzhouensis"
"Duganella","lactea",NA,"FT50W; GDMCC 1.1674; KACC 21466","VP; sp. nov.; validly published under the ICNP; correct name",8815,"https://lpsn.dsmz.de/species/duganella-lactea"
"Duganella","levis",NA,"CY42W; GDMCC 1.1673; KACC 21465","VP; sp. nov.; validly published under the ICNP; correct name",8298,"https://lpsn.dsmz.de/species/duganella-levis"
"Duganella","margarita",NA,"FT109W; GDMCC 1.1688; KACC 21480","VP; sp. nov.; validly published under the ICNP; correct name",8951,"https://lpsn.dsmz.de/species/duganella-margarita"
"Duganella","phyllosphaerae",NA,"CCM 7824; LMG 25994; T54","VL; sp. nov.; validly published under the ICNP; correct name",790019,"https://lpsn.dsmz.de/species/duganella-phyllosphaerae"
"Duganella","qianjiadongensis",NA,"CY13W; GDMCC 1.1669; KACC 21461","VL; sp. nov.; validly published under the ICNP; correct name",7586,"https://lpsn.dsmz.de/species/duganella-qianjiadongensis"
